,04CN_1,04CN_2,05CN_1,05CN_2,14CN_1,14CN_2,04CT_1,04CT_2,05CT_1,05CT_2,14CT_1,14CT_2,p_value,mean_T_N
chr1_33680000_34040000,0.808384894190206,1.02147110568298,1.20745732635193,1.31383593560676,1.17810456244217,0.87472933604964,0.682627270417681,1.07300647146023,0.695359602188186,0.579669575288402,0.992828377502343,0.741289974118356,0.0625,-0.2732003148914146
chr1_34040000_35320000,-0.499228614784713,-0.244494290724684,-0.907287832912115,-0.238864208984827,-0.798753583412814,-0.817445866451741,0.0267293831193015,0.128969867784124,-0.156492106696926,-0.159010185409635,0.0689148916928106,0.134902782038266,0.03125,0.5916815049664725
chr1_35320000_35920000,0.144028253386555,0.311065019323214,0.815243498438048,0.655952066008703,0.58075435972104,0.552345362934567,0.651802661446078,0.706678611317066,-0.0117618706242138,0.0907861428322672,0.29964224572966,0.285394006252366,0.5625,-0.1728077938098173
chr1_35920000_36640000,0.426457898906223,0.541074736008609,0.964113837920079,1.01884777199504,0.963337973106089,1.00249872226865,0.669292702161846,0.592000067148563,0.119841990238813,0.125602762557907,0.515530086359927,0.486392270091059,0.15625,-0.40127851027442923
chr1_36640000_36960000,1.8298865094825,1.92704226319516,2.02123056107692,2.05350256309751,1.89251797807888,1.83952696277984,1.63449437436323,1.8902556186506,1.02479173745897,1.06164056787027,1.60690969264156,1.63070106799944,0.03125,-0.4524856297877897
chr1_36960000_37960000,-0.250224577805089,-0.309657014599847,0.090972507653618,0.138118561026363,0.244467761822032,0.0983572617775089,0.0631103875251843,0.149922091737916,-0.350278648023952,-0.287863273341732,-0.355264348287929,-0.287457173195702,0.4375,-0.17997757724346675
chr1_37960000_38440000,1.26818610433358,1.4085014412889,1.59021955666074,1.71832885132802,1.28365869008908,1.73550679290609,1.05450767245389,1.09015816308231,0.813147988568991,0.832729935996018,1.12730929655705,0.993333387588818,0.03125,-0.5155358320598887
chr1_38440000_39440000,-0.034425086791844,0.013896697509997,0.266290684659153,0.204729100084384,0.36614327457011,0.330353141714344,0.292613364779486,0.207343636144694,-0.0588329771386726,0.112429035101588,0.0262521087701496,-0.0902394745291002,0.4375,-0.10957035310299985
chr1_40320000_40520000,2.34768399269301,2.37520058388567,2.15405855026498,2.35950784794678,2.63365321504543,2.20037139731329,2.50474579016891,2.46352459212809,1.83495954867501,2.23351063412571,2.56779280298148,2.38145979885257,1.0,-0.01408040336956562
chr1_40520000_41080000,0.646084964688786,0.493150974567728,0.756794029627559,0.545149662605087,0.496899027938727,0.797507462267288,0.583071082468591,0.647878357272053,0.182743823751659,0.226920061252211,0.466195980719761,0.222670574060795,0.15625,-0.2343510403616842
chr1_41080000_41560000,0.767684830253608,0.802589776121528,1.3761653144335,1.38467627293892,1.08529590134662,1.03004098417132,1.03231615153441,1.12139008793137,0.512630106427156,0.506420328651293,0.702002152025446,0.779955450834099,0.3125,-0.29862313364362025
chr1_41560000_42680000,0.442189238449147,0.424942656881509,0.665467801506091,0.719143056017726,0.616667718712032,0.419768043438614,0.28479226742029,0.323650518622994,-0.11789158244465,-0.00377353636766172,0.38898506067367,0.524524966911296,0.09375,-0.3146484700315302
chr1_43320000_43680000,1.53689940195941,1.26483883106493,1.34067746768415,1.55732068557357,1.72328448486524,1.13633509465268,1.43822639366285,1.00930624871189,1.19175570129171,1.11640634628952,1.11129379427131,1.15730490784557,0.0625,-0.2558437622878551
chr1_44200000_44680000,1.14869673317322,1.25666380493092,1.2758467593352,1.10497250248105,0.915660837620708,1.2191633779635,0.97611758218982,1.25552630681592,0.63998219797791,0.627165814756942,1.26482180020068,1.31093877037726,0.4375,-0.14107525719767766
chr1_44680000_45160000,0.617839055511995,0.628064364595104,1.04686094226357,1.3495249703617,1.14485922101463,1.09758470108815,1.16466084285044,0.983436104529916,0.493368553344012,0.458814080547581,0.837630102569924,1.03405172572955,0.5625,-0.15212864087728772
chr1_45160000_46120000,0.950404746088083,0.854031334542309,0.969708072575965,1.12335374374865,1.06300879053621,1.00912515247248,0.953370046738718,1.02149330832005,0.475473977056308,0.60009774472347,0.936128288184608,0.958860023674924,0.3125,-0.17070140854427007
chr1_46120000_46880000,0.868935211811789,0.926410181798311,0.991205043243952,1.07924008042627,1.17729476299529,1.36829802663227,1.08555117062924,1.02626453164113,0.505587710060873,0.557909708001691,1.05108689154268,0.925814836493409,0.21875,-0.2098614097564765
chr1_46880000_47240000,1.28316872423662,1.20019864224788,1.64227922224936,1.69326630995401,1.48087773484927,1.2837348514673,1.28985106281837,1.43468674990402,0.899071769663587,0.711639212812045,1.27148835000427,1.29332331706777,0.5625,-0.280577503789063
chr1_48720000_49080000,0.0487645326067501,-0.300973574488475,0.0619349021203816,0.00277910782419946,0.188487171653354,0.158507647485162,-0.0641196954564796,-0.0996162523254164,-0.400024883235888,-0.173262737794297,0.420681083495057,0.343710365767195,0.84375,-0.022021984458533525
chr1_50880000_51760000,-0.174491383594181,-0.0813670325437416,0.0458767095268328,0.271532168232016,0.437963281427307,0.168883981789937,0.303605339423719,0.224338568681785,-0.373484654737862,-0.22242033524133,0.0703916749824081,-0.0805908881157961,0.5625,-0.12442633664087437
chr1_51760000_52440000,0.735359300319684,0.725128864411634,0.462831486662904,0.609313911759801,0.40672049416229,0.549058556231056,0.616656889626868,0.588618365550005,0.187725938002641,0.0981036707727504,0.567676924159011,0.557538640058612,0.3125,-0.14534869756291363
chr1_52440000_53840000,0.188758435120761,0.330035057097251,0.565808047905785,0.50536827956712,0.742614347309111,0.746658547512716,0.499918789308712,0.528771547207069,-0.0954916235860375,-0.0227461510063411,0.334193015922146,0.204418171525867,0.15625,-0.27169649419022146
chr1_53840000_54280000,-0.549056268407494,-0.128905096326657,0.394764316188379,0.0314383720519162,-0.798753583412814,-0.817445866451741,0.460591844679918,-0.0535930101224355,-0.35469413294314,-0.122042960861993,-0.331792319151693,0.0857395046270685,0.4375,0.258694508764356
chr1_54280000_55600000,0.387320278990322,0.582785900173995,0.664887018650762,0.736646789592199,0.773706247551023,0.78485360833582,0.977788651633729,1.01210864908622,0.173074115101234,0.215878869766774,0.762357073332929,0.712572787226999,0.84375,-0.012736616191039274
chr1_55600000_57320000,-0.173827346782566,0.021078181359852,-0.0765103604555789,-0.124437802191563,-0.166815708042761,-0.204865826497206,-0.154674227094348,-0.0762437524186046,-0.504054761382036,-0.446383856709915,-0.142023234712723,0.0555041195060548,0.5625,-0.09041614170029147
chr1_59000000_60400000,0.585116642218777,0.614944133019487,0.354600303077782,0.456216104259311,0.66540056912723,0.452135847770341,0.589900874095947,0.723004903150642,0.28246931774144,0.268446883875507,0.917025748864739,0.848315932096153,0.4375,0.0834583433919166
chr1_60400000_61360000,-0.490982510016633,-0.434249404357462,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-0.219880909890055,-0.242608895383332,-0.277467519921709,-0.157319599399549,0.0724841353477013,0.152154028562277,0.03125,0.6182046463618756
chr1_61360000_62560000,0.178015048223983,0.313359271464961,0.236785757953809,0.0498830478839054,0.18751206816633,0.0479950408501703,0.192670718779015,0.377725653258772,-0.261904104497111,-0.14675425270768,0.208903427340397,0.208036988792033,1.0,-0.07247863392962213
chr1_62560000_62920000,-0.138095358211896,0.244055100506958,0.519827305511827,0.119355551049127,0.611121175897941,0.575705038936225,0.797751780477307,0.783414574805148,-0.558133177540832,-0.27131516059435,-0.284936565102934,-0.154585939174707,0.5625,-0.269962216803425
chr1_62920000_63360000,0.561062495432565,0.25744335615525,0.458659431437815,0.188389961032423,0.541859501823983,0.504646182773066,0.106794034561213,0.0918736826722969,-0.51442078453382,-0.328861630714711,0.0129051340252531,0.191592565891583,0.03125,-0.4920296544588812
chr1_63360000_64040000,-0.283751009482097,-0.121753151759731,-0.0169982912677687,-0.0666513592732037,-0.0366094898685329,0.131968583437035,-0.108464354086766,-0.00806418016889055,-0.393318964664779,-0.268004750418032,-0.133297893722166,0.0283765737042296,0.5625,-0.08149647519035096
chr1_64040000_64800000,-0.341945518467555,0.132820837579177,0.311966183533712,-0.0252643609970942,0.163212964284327,-0.0709207871977312,0.0403715568097852,0.153092993745597,0.130487021950025,0.17263068059819,-0.111870395168907,-0.0584373726930031,0.6875,0.026067527751141906
chr1_64800000_65280000,0.19990963056921,0.485154853936315,-0.0107154050935293,-0.061063719339158,0.120027612595589,0.357482464514914,0.373358488506395,0.727227831935088,0.0499422431026795,0.321904492596521,0.434608323787973,0.426442644513765,0.03125,0.2071147645431801
chr1_65280000_65680000,1.39208916339367,1.38352843726405,1.27261067952588,1.34735866048991,1.10059108758448,1.28896416399377,1.15129514239818,1.12418011397587,0.551469466523209,0.592525739940697,1.40635809443688,1.41737178330137,0.3125,-0.2569903086125922
chr1_65680000_66280000,0.129897339817679,0.104074280228137,0.255305551181912,0.194539902972556,0.229547099203985,0.20043856598957,0.0242014752108222,0.125013270047989,-0.467957058323837,-0.404573126072608,0.25420114840101,0.151379348272559,0.15625,-0.23858961364298395
chr1_66280000_67240000,0.374637136762906,0.0265802036130322,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-0.436404577584119,-0.427461676986637,-0.248024869983235,-0.19264842699089,-0.0907974303114191,0.5625,0.10892187276862947
chr1_67240000_67760000,0.570721552775382,0.558666254408671,0.507838086238896,0.593163575657035,0.797628419171664,0.756124175460423,0.381385327332466,0.368172261318648,-0.233198049943797,-0.159822176590611,0.25458574017025,0.23018374250605,0.03125,-0.49047253648651085
chr1_68400000_68960000,0.297787665902239,0.307452036719625,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-0.25745969631125,-0.305738752356048,-0.0909379118154172,0.119759483139198,0.163518037889804,0.5625,0.24566450279473964
chr1_68960000_70520000,-0.684708021726766,-0.713077649286641,-0.343937969380254,-0.385204021162434,-0.159773294459972,-0.1991175941712,-0.422260900447235,-0.497066004400388,-0.948048252827153,-0.865819973364947,-0.759269585314992,-0.901364938295969,0.15625,-0.31800185074390286
chr1_70520000_71080000,0.385625621629458,0.408795464194069,0.307261697536017,0.245474452861067,0.469082876664506,0.432791158907253,0.157477059989006,0.0245479004143398,-0.372353519754057,-0.182629310238261,0.250940127752585,0.208523214466039,0.03125,-0.36042096652711975
chr1_71080000_71600000,-0.00442465523093062,-0.264790119772077,0.0890314367733848,0.0271034857364901,0.542821400543686,0.283008146099659,-0.0722832366418061,-0.1060070231393,-0.817405566744831,-0.596264876367679,-0.341823371140215,-0.241861323688689,0.09375,-0.47473251531212207
chr1_72960000_73200000,-1.34171854475961,-1.19382339727873,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-1.29871652754063,-1.22281507850213,-1.3444724094615,0.15625,-0.21224210294375256
chr1_73200000_73800000,-0.750082133227348,-1.19382339727873,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-0.433330819176172,-1.366799496319,-1.29871652754063,-0.430633405599739,-0.34315283856622,0.5625,0.08689300035805525
chr1_74600000_75320000,-0.478034126437384,-0.221593801879312,-0.13876539721592,-0.184529622725702,-0.0849745475717811,-0.117106443539242,-0.295812365424523,-0.441740608501065,-0.760999750249803,-0.68596697069322,-0.538564425743682,-0.579994104401308,0.0625,-0.34634571427404337
chr1_75320000_75760000,-0.594436269971702,-1.19382339727873,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-0.237376064557142,-1.366799496319,-1.29871652754063,-0.493245322030943,-0.650474851974693,0.84375,0.03195549394533992
chr1_75760000_76440000,-0.178706953774918,-0.436977698901615,-0.226353782776587,-0.116005597443918,0.129851255748806,0.0890975710824566,-0.236198069847271,-0.256034927881837,-0.574912145214689,-0.500220365237308,-0.447121658404126,-0.288908569704965,0.09375,-0.26071675503740344
chr1_76440000_77720000,-0.447451732337894,-0.440396802348143,-0.303684329489991,-0.34785863410825,-0.15455558941715,-0.817445866451741,-0.352099038547622,-0.145793665263697,-0.714766858860543,-0.597945601175666,-0.346873466785236,-0.441224986470476,1.0,-0.014551777158345214
chr1_77720000_78080000,-0.378604070156878,0.0784464361492857,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,0.0392816080623567,-0.234454131933466,-0.350303939127105,-0.253561242132377,0.84375,0.15415481349990112
chr1_78080000_78680000,0.451733315031864,0.457860824521087,0.703009319784965,0.533425434857883,0.549975486309279,0.515305423479927,0.514130746446171,0.553514994702775,-0.177236339470359,-0.113253771905109,0.509565390824206,0.455462762477452,0.5625,-0.24485433681831142
chr1_78680000_79240000,-0.249218115384473,-0.199059557092451,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-0.121507195618311,-1.02627660672161,-0.818948658191831,-0.597178023137706,-0.121070376907596,-0.368743034931891,0.4375,0.14186475024163403
chr1_81440000_81800000,-0.467668313499773,-0.326459389099961,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-0.694304042464976,-1.22281507850213,-1.3444724094615,0.0625,-0.4017423953375777
chr1_82480000_82760000,-0.2946880457466,-0.14149923747622,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-1.29871652754063,-0.163944732201679,0.184471876421328,0.84375,-0.13083210738245932
chr1_82760000_83160000,-1.34171854475961,-1.19382339727873,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-1.29871652754063,-1.22281507850213,-1.3444724094615,0.15625,-0.21224210294375256
chr1_83160000_84320000,-0.72370834493932,-0.70741103069937,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-0.463796610221012,-0.491690676530037,-1.366799496319,-1.29871652754063,-0.685452019034007,-0.710647318706135,1.0,-0.021558091371717825
chr1_85800000_86320000,0.342527788062657,0.212014773939878,0.593516071707975,0.396965522038054,0.490360936442848,0.450513283536327,0.343020902688296,0.217865194215147,-0.0267351384113433,0.0803418480516446,0.503146179971734,0.605509810590146,1.0,-0.1271249297703525
chr1_86320000_86800000,-0.33247289779209,-1.19382339727873,-0.907287832912115,-0.165864106267978,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-1.29871652754063,-1.22281507850213,-1.3444724094615,0.0625,-0.5083302666778685
chr1_86800000_87280000,1.29957632097438,1.12284523920695,0.216603641502069,0.685173946217014,0.666864048638501,0.625322714401904,0.355557558828463,0.543785785103286,0.351095686425528,0.300329229297017,0.837075305355692,0.846922222514625,0.4375,-0.23027002056936763
chr1_87280000_87600000,1.03753925692148,0.529395227495174,0.284450446370705,0.633093465101898,0.300824120609926,0.263224850677799,0.346400769585228,0.334425707416043,0.142862523817434,-0.144384133019738,0.127578901073825,0.168458163347536,0.03125,-0.345530905826109
chr1_89160000_90600000,0.331247502284166,0.189792709526235,0.19972688316887,0.147083147378504,0.193871997944977,0.298927318058581,0.0469902306494613,0.0743537659129977,-0.318462055591474,-0.299761098243331,0.222482442742539,0.12066566039999,0.0625,-0.252396768748525
chr1_91760000_92560000,-0.0731931505347446,0.0177939349816851,0.215284450468275,0.15975704216351,0.269129843309708,0.239641418939937,0.517361008849967,0.385558925180082,-0.24885732255174,-0.0931087695183912,0.429503105041309,0.310546931384846,0.6875,0.07876505650961707
chr1_92560000_92840000,-0.179207238536115,-0.0175301495270083,0.270414628263044,0.211867967932566,0.498535843686105,0.458378150895831,0.0818029664056254,0.0724781106200895,-0.503746281820193,-0.445812639257211,-0.145270559287483,-0.283281435573911,0.15625,-0.4110481736045843
chr1_92840000_93280000,0.878900421350525,1.01377532431747,0.516153949225139,0.247797071080782,0.483314767201748,0.443612311489485,0.169598586593737,-0.111495704522473,-0.195482823048356,-0.261140326998555,0.0377026839617795,0.0123164484831739,0.03125,-0.6553424966993071
chr1_93280000_93760000,1.15789173270087,0.927152152736717,0.617416536925668,0.380305620455827,0.941720677342164,0.868262086482585,0.786147364872816,0.4609283511265,0.508869679183181,0.304826063397682,1.03848911448953,0.788980317929733,0.15625,-0.16741798594073154
chr1_93760000_94480000,0.708442294329515,0.895923291587008,0.903949193528324,0.49494431157939,0.985600787034504,0.717561351790866,0.726428844940364,0.840583574185977,0.220688637320414,0.289007331213921,0.64820180831345,0.629702718078714,0.0625,-0.2253013859661278
chr1_94480000_94960000,0.370797519751576,0.443086146813097,0.488284481066047,0.429069114015675,0.73839267651602,0.427009758935022,0.133723034523131,0.124552055263471,0.394752282463408,0.518098098682972,1.00259015051064,0.975468523354266,1.0,0.042090741283408506
chr1_94960000_95800000,0.745921593303935,0.566989331296422,0.377671031037352,0.631461715214309,0.52661840589522,0.881438698845299,0.538784472296092,0.790852181609349,0.251882138691017,0.288533782731547,0.714047073838211,0.549996897989882,0.4375,-0.09933403807273988
chr1_99080000_99600000,-0.118883662970733,0.0468208529794074,-0.136542101032734,-0.181811102174998,0.105225308617147,0.0590971054566376,-0.276167715202899,-0.299674676324136,-0.532107697528351,-0.585058443684489,-0.534599951092824,-0.687650931926082,0.03125,-0.44819430277225136
chr1_99600000_100200000,-0.331711187144859,-0.335990498633345,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-0.75381334639944,-0.584377670775555,-0.307662130072608,0.5625,-0.15352366761099911
chr1_100200000_101480000,0.272092499771883,0.299922658505861,0.238331715051282,0.302560650776956,0.488095428892745,0.525778737004249,0.0870641192555703,0.165153437627077,-0.406950446723307,-0.34651433035854,-0.00644206753639935,-0.0242349390103274,0.03125,-0.44311765279148374
chr1_101480000_102000000,0.203050911300292,-0.0127587453898614,-0.102225548007355,-0.14637357203167,-0.798753583412814,0.0282293885028405,-0.233389729742504,0.243241027806996,-0.456918901908004,-0.474535565743695,-0.0662275661792137,-0.213391258569473,0.6875,-0.06206514088288759
chr1_102000000_103120000,-0.595792298694207,-0.524873557055081,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-0.392010135477916,-0.48575208169026,-0.898003909382606,-0.817937306548391,-0.544355259751436,-0.698066092863653,0.03125,0.12352929908614185
chr1_103680000_104400000,-0.895887847390339,-0.711401617575724,-0.240355427679936,-0.356719882216754,-0.0947495167756159,-0.123834158984686,-0.426215037312618,-0.349691310490084,-0.948898420277951,-0.866866193329448,-0.733341978708356,-0.882949627952084,0.15625,-0.2975023529079143
chr1_104400000_104840000,-0.625716179761125,-1.19382339727873,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-1.29871652754063,-1.22281507850213,-0.637934766226159,0.15625,-0.2138195565709431
chr1_104840000_105200000,-0.536110227470704,-0.386046233505134,-0.907287832912115,-0.933147441705155,-0.798753583412814,-0.817445866451741,-1.00654916563781,-1.02627660672161,-1.366799496319,-1.29871652754063,-1.22281507850213,-1.3444724094615,0.03125,-0.481139683120836
chr1_107800000_108240000,1.0010875697406,0.543170218291148,0.014294452698024,-0.0375356561512816,-0.798753583412814,-0.817445866451741,-0.131499121962019,0.076726115174525,-0.418968442793404,-0.558662358396323,0.597211180979979,0.579566557547944,1.0,0.03992613263946108
chr1_108240000_108800000,0.397447213843087,-0.0368076915065973,-0.119764969800526,-0.167308792089697,0.0467677894884229,0.00529056968983549,-0.143320749568902,0.068315249291996,-0.751113287697488,-0.583436275053757,-0.373970695250627,-0.27290632889023,0.0625,-0.36367603446558877
chr1_109360000_109640000,1.52599001384315,1.71102120373964,1.43078159385614,1.54860942073903,1.68657844212762,1.64192196285354,1.3928078093674,1.34435549553936,0.942441376378947,0.516514008418216,2.11909495816449,1.76084297912694,0.3125,-0.2448076683606275
chr1_109640000_110120000,1.48407767212289,1.56754749770329,1.61249551049251,1.56120021869601,1.53354050320154,1.3927343452475,1.49855506386159,1.5209510360867,0.984449649255696,0.942178064848049,1.43403147913749,1.39363111228364,0.15625,-0.22963322366509598
