,04CT_1,04CT_2,05CT_1,05CT_2,14CT_1,14CT_2,04LT_1,04LT_2,05LT_1,05LT_2,14LT_1,14LT_2,p_value,mean_M_T
chr1_12800000_13480000,-1.30551020739185,-1.33799917035919,-1.76111301551222,-1.69240140561237,-1.1154800211193,-1.26577175285601,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.69860857070589,-1.71424793969033,0.5625,0.13942410596683774
chr1_13480000_13920000,-1.30551020739185,-1.33799917035919,-1.76111301551222,-1.69240140561237,-1.61153001888613,-1.75221730466221,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.69860857070589,-1.71424793969033,0.09375,0.30317336422900953
chr1_15520000_15800000,2.09976251654172,2.16371103531647,2.14041760412655,2.24592464316123,2.57020486939795,2.45639711549704,1.4187609663443,1.13009693161765,1.81384913046634,0.550644241015893,1.85940895781308,2.08350746853918,0.03125,-0.8033583480407531
chr1_15800000_16800000,1.29042771705175,1.3364491460033,0.629527452010518,0.600154608009962,1.09526413774106,1.03845848785168,1.47606677783734,1.51399724752688,1.06658048573702,0.97544145278898,0.859561169631077,0.949535890190516,0.3125,0.14181691250725714
chr1_16800000_17360000,2.20790071035938,1.99906919029677,0.822777663733037,0.689414057359585,1.51170139452021,1.70206775529635,2.63434693456698,2.65660581721843,2.36387665221919,2.17702185189976,1.91852908785595,1.797730972364,0.03125,0.7691967574264964
chr1_19200000_19520000,1.89329730680745,1.65798006312954,1.17350332262577,1.33890640742986,2.11692900820973,2.13415983167306,0.670806734098489,1.41653921428038,1.14067867229991,1.09907044061789,1.23279067402331,1.05932834698179,0.03125,-0.6159269762622737
chr1_19520000_20160000,1.27774220147413,1.38563055328125,0.828899186537303,0.926186862487838,1.27254547740048,1.1122480693927,1.33822730296884,1.59593621325789,0.878315830729145,1.07735076082606,1.09053954004163,1.08404613554521,0.4375,0.04352723879917897
chr1_20160000_20920000,1.09544311478528,0.980410185971871,0.854745764020308,0.910671214212793,1.09102368021076,1.16375778322343,0.982462649929652,0.410023840162177,0.143265846534323,-0.0204769967558383,0.785331405110965,0.772638941825073,0.03125,-0.5038010092696816
chr1_20920000_21640000,0.976562018592665,0.932142766344309,0.298662729284668,0.22440528772224,0.792353139646373,0.781953865991953,0.840951746268389,1.00580579940013,0.838260052506155,0.224684475064959,0.557684523442319,0.734450331456971,1.0,0.03262618675945228
chr1_21640000_22080000,1.22908932283212,1.40500752688436,0.607100374623004,0.705176206461868,1.02723922831038,1.32057767891662,1.1211024730369,1.13215207118102,0.640025531281296,0.23263728412058,0.0540024062092279,-0.0165341531632035,0.0625,-0.5218007875604219
chr1_22080000_22440000,1.29904296139992,1.56561215813738,1.05606865817654,1.01313445719184,1.47026839755879,1.54941857844427,0.875601821665592,1.41358940110508,0.868142895493369,1.20567174051494,0.907312687821469,0.755317563673545,0.15625,-0.3213181834391241
chr1_23400000_23760000,1.40656473423129,1.39528234128914,0.805578417470609,1.18386101904862,1.49263482436623,1.46598079754525,1.43647755976965,1.4395500695746,0.44441003355818,0.735099730105119,1.11785678796305,1.30767960649991,0.15625,-0.2114713910801047
chr1_23760000_24160000,2.16708488168878,2.11186538069693,1.3280027873266,1.26178973181386,1.80554277824945,1.87881784532387,2.02599113257597,1.72749041708412,1.6057239621084,1.4451614484627,1.64699700108324,1.8268230920233,0.84375,-0.04581939196029272
chr1_24160000_25000000,1.35461492443385,1.41122836887979,0.802371734833935,0.84029972113313,1.25500498744277,1.30223187757999,1.22649695827521,1.22565173753238,0.612229132137345,0.51375098783723,0.511550950986479,0.61649009257648,0.03125,-0.3765969591597236
chr1_25000000_25640000,0.870476289889134,1.06151255274251,0.595032412183276,0.688347255362321,0.908433700410767,0.971122716279716,0.908107866633473,0.664611560099317,1.00385954995399,1.0087743820055,0.230401132522848,0.294044480912784,0.5625,-0.1641876591233019
chr1_25640000_26400000,0.860570781177332,0.983370046254405,0.285668943883632,0.254240848649676,0.675603063694674,0.748518489690322,1.18675081378105,0.996281703709675,0.686766072864796,0.677781591736233,0.541447699314363,0.368190559900734,0.4375,0.10820771132613494
chr1_26400000_26800000,2.25654392710954,2.17250127225173,1.10927638710164,1.20232980169777,1.68782451163599,1.71236418059835,2.05494127613278,1.82489146119014,1.97031236600578,2.14009926090641,1.52347866041285,1.51963730797647,1.0,0.14875337537156863
chr1_26800000_27280000,1.77608525547166,1.90183211843585,1.05437508800083,1.08898878472107,1.58795583655733,1.5294092515666,2.231807770923,2.30152574261892,1.84226286865572,1.82267896126966,1.48693767596839,1.39815328099082,0.15625,0.35745332761219517
chr1_27280000_28160000,1.3942581215561,1.35434787064525,0.79598841866759,0.786685155474309,1.30422763564126,1.18045115164664,1.61342505562094,1.33898924033214,1.16309000459723,1.19381020206619,0.981490070005704,0.966689241943374,0.5625,0.07358924348907148
chr1_29600000_31320000,0.0167866335369932,-0.229834304127925,-0.839159992300406,-0.784660603246436,-0.363895356645305,-0.652726695445561,-0.161675183317886,-0.0743182409126455,-0.640823512612287,-0.470499452399902,-0.59860248110656,-0.738375120874666,0.84375,0.02819938783411563
chr1_32640000_32960000,1.88766369826019,1.64039106965994,1.41768560236003,1.49458250476056,1.98082106676777,1.72957331126627,2.15568112080317,2.2678311389293,2.06869164642181,2.18727190408052,1.62987566594065,1.53571259463501,0.21875,0.2823911362892835
chr1_33680000_34040000,0.602821695934796,1.02846382259928,0.628557698812617,0.474004481626122,0.93805863963517,0.6788410155308,1.01335542118565,1.23569263068874,0.591295767975948,0.873697043772051,0.64307197970157,0.664005966854014,0.5625,0.11172857600653152
chr1_34040000_35320000,-0.165338345368882,-0.0438487689415923,-0.371840705066907,-0.409599006980598,-0.138069551664821,-0.0439129796357351,-0.40504599666169,-0.854189489419064,-0.745234200341507,-1.10485547704251,-0.255922621688125,-0.410031798562859,0.03125,-0.43377837100953665
chr1_35320000_35920000,0.561159476581527,0.626646908053341,-0.197030406856251,-0.10542790071155,0.140522011303487,0.143966034738056,0.660022497608778,0.772213336480331,0.70900494501781,0.0922832307905015,0.0176532684993571,-0.0649738571024532,0.5625,0.169394549697619
chr1_35920000_36640000,0.582572688738802,0.49944083142504,-0.0470756691037092,-0.0668263163020001,0.392736697157807,0.371516323525659,0.81644561776683,0.993204635921595,0.595317686393734,0.647727680729344,0.260274116841572,0.217802330998079,0.15625,0.2997345855349259
chr1_36640000_36960000,1.63019450304989,1.91350703069975,0.954818513997513,0.981680946305942,1.59709150141704,1.62855534952162,2.24561161843454,2.53101553201811,1.77681373560922,1.72285814485059,1.4810099337904,1.45815462788296,0.15625,0.41826929126567736
chr1_36960000_37960000,-0.122802737516244,-0.0125261563667834,-0.593536864507946,-0.564714180265985,-0.652966164717755,-0.537561247226336,-0.0751099461512548,0.482535006445141,-0.118779820927219,-0.296261058098251,-0.648303307034617,-0.499300565893661,0.03125,0.22148127649019797
chr1_37960000_38440000,1.00275720867691,1.04682794392901,0.754790500848191,0.761401794699404,1.07907038970436,0.948896673171002,1.71530483181086,1.87549850754231,1.05886226475124,0.890545185850379,1.04113730060341,0.980339446490573,0.09375,0.327990504336649
chr1_38440000_39440000,0.158660346818162,0.0561423081053843,-0.259136331783269,-0.0766722009674709,-0.195184305124533,-0.32190774026299,0.264026603959094,0.326572947451326,-0.120785189253668,-0.011718036149544,-0.376924877703345,-0.315555303146242,0.3125,0.06728567806205626
chr1_40320000_40520000,2.56662305502548,2.47083827428795,1.90101069510403,2.22120544843863,2.510254121714,2.42285776758697,2.90456923375338,2.44131117389149,1.92045209648348,2.33996138367376,1.78593466969158,1.96758598785941,0.6875,-0.12216246946732712
chr1_41560000_42680000,0.147840281829175,0.183600447080537,-0.33197427989306,-0.223616660142824,0.236480495967613,0.412827136666568,-0.0464938042206269,0.175848413747473,-0.411516162883479,-0.354059012491721,0.350506656457672,0.215596688849166,0.15625,-0.08254577367492082
chr1_43320000_43680000,1.39145666156692,0.951001228711419,1.11058932504301,1.04995707635574,1.05930542008894,1.12412203157377,1.20011804309411,1.40003114209328,1.02935330306932,1.10066279695044,1.31232078697853,1.43941778371932,0.3125,0.1325786854275337
chr1_44200000_44680000,0.934592919114622,1.22123805901681,0.557168758219788,0.527928438823722,1.23239589554364,1.30514001863919,1.09473491159364,1.32540311340713,0.530090560780858,0.982055554427825,0.99240715131035,0.847647214176608,1.0,-0.0010209306102269
chr1_44680000_45160000,1.11556816101403,0.930234206268403,0.388480939914937,0.331248316300304,0.773243094255383,0.97968114960974,1.3134315864346,0.89179696847011,0.246270343752132,0.500816263461121,0.784110153136464,0.965237178763241,0.84375,0.030534437775811885
chr1_45160000_46120000,0.90559363293655,0.965548433222909,0.367284620179811,0.499537589084949,0.878467601701653,0.915016100229402,1.08293804616442,1.10676067331085,1.16644790451101,1.04927405826344,0.661500614548789,0.656531178288206,0.5625,0.19866741628857354
chr1_46120000_46880000,1.03397644687925,0.972922516601266,0.405168929154913,0.454886697974957,1.00649522141173,0.876953472602106,1.27634028942327,1.01462093005591,0.704011230068085,0.317313502948377,0.919637445553065,1.03711649883403,0.3125,0.08643943537641918
chr1_46880000_47240000,1.24709272408744,1.39782672002869,0.837190997921129,0.630352373999657,1.24106619287102,1.289426684201,1.64615782917337,1.3493334125756,0.623300885056071,0.916555178652973,0.937721066962123,1.08825908373472,1.0,-0.013604706159013213
chr1_47760000_48360000,1.21470672437417,1.17792269588372,0.679918624374933,0.73493274342317,1.13636308279021,1.29136683634651,0.84741993475067,0.985922664431865,0.184348400793126,0.250961086135468,1.05631171307998,1.02568546158382,0.03125,-0.3140935744029639
chr1_48360000_48720000,-1.30551020739185,-1.33799917035919,0.135179133458293,0.300865293208363,1.13901684146672,1.13886926119777,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,0.46739963812472,0.59281580791803,0.15625,-0.5398466886985083
chr1_48720000_49080000,-0.289835028751517,-0.340838574487168,-0.664228369925404,-0.421352327902774,0.282317784942363,0.211460895363217,0.0791599029779914,0.287238806264475,-0.256050992853908,-0.053147396387081,-0.0234786897894405,0.116844897124554,0.15625,0.2288403580163123
chr1_50880000_51760000,0.169711142854088,0.0733323243347054,-0.628408823508529,-0.478998911606702,-0.135416304537733,-0.311376971346124,0.405626928178576,0.153512357548663,-0.280862418432306,-0.0804343911096653,-0.316821749107929,-0.378620802203964,0.21875,0.13559291144727825
chr1_51760000_52440000,0.52532610722118,0.494980405187835,0.0376024209730085,-0.0978760883430607,0.462390039649207,0.463113187491151,0.514983085391685,0.569749696409692,-0.206352575297001,0.266563137336842,0.40728408256934,0.357687689398527,0.84375,0.004063173938294029
chr1_52440000_53840000,0.392250837172776,0.430199921563364,-0.304423765393681,-0.24992000235988,0.182138852995789,0.0468480174829482,0.538744448561023,0.411171342204118,0.249820923365511,0.165538490719683,-0.0257683483117919,0.0854256274749899,0.3125,0.15463977042536947
chr1_53840000_54280000,0.349227599192941,-0.27689966525017,-0.599019561167725,-0.371539376366549,-0.617628233377212,-0.11172082919985,0.172944288959965,-0.854189489419064,-0.291730632426102,-1.10485547704251,-0.555936317532106,-0.544018456489002,0.21875,-0.2583676696300424
chr1_54280000_55600000,0.93723600102929,0.95640639499439,0.0194839811323816,0.0529972751240307,0.696027016064021,0.647617561322068,0.725152246519998,0.869226398967417,0.181520285763501,0.0553855993784477,0.522644820390102,0.518759964713392,0.3125,-0.0728464856555539
chr1_55600000_57320000,-0.41163628573079,-0.307331879540275,-0.782442368564116,-0.748823357887304,-0.389034220278555,-0.144636453584176,-0.141440044840815,-0.136757575609542,-0.694943439404852,-0.592377630038967,-0.362926768397317,-0.274007808771231,0.15625,0.09690854975374863
chr1_59000000_60400000,0.498972859798873,0.640927567715966,0.1418046344489,0.105777920478582,0.857168278735169,0.801465225050317,0.585870999844473,0.514335452634563,0.210483007188369,0.134577825030091,0.696167724417873,0.707524521252662,0.4375,-0.03285949264329602
chr1_62560000_62920000,0.744932690373694,0.705258391941601,-0.851394152057734,-0.537523629850355,-0.560673918133502,-0.405287167941243,0.714763623837693,0.520165487943641,-0.176346338483599,0.0564655625097128,-0.584975717675041,-0.574283181279781,1.0,0.14341287042002748
chr1_62920000_63360000,-0.0691234362292535,-0.0950408643622475,-0.794857463563559,-0.613887292803229,-0.208343082668339,0.0338134723524169,0.0169247621025493,0.229897972454052,-0.0582526897439947,0.184217816197304,-0.414968608464131,-0.248094593446424,0.3125,0.24286055439559442
chr1_63360000_64040000,-0.358425535923052,-0.224478658435523,-0.653185455986057,-0.532125334998098,-0.378375061067548,-0.169792498092709,-0.0404248064987582,-0.0682155754215993,-0.368023894150688,-0.17118123737497,-0.445225314762515,-0.44722178770351,0.21875,0.12934832143182445
chr1_64040000_64800000,-0.150340636557145,-0.0115264752218467,-0.0353254358954959,-0.00296902496910917,-0.356012778266929,-0.280723171651428,-0.244582323197312,-0.854189489419064,-0.533331800046051,-1.10485547704251,-0.791495760246476,-0.937109929941715,0.03125,-0.6047778762218624
chr1_64800000_65280000,0.259332628202651,0.646099907278704,-0.125374761900788,0.17190106385938,0.298944204462612,0.311266793853986,0.640953991603196,0.258641647912796,-0.174023287620212,-1.10485547704251,0.256147940990632,0.337261457043765,0.3125,-0.22467392714481305
chr1_65280000_65680000,1.10059658526511,1.08785806510465,0.460767790004514,0.492603392814495,1.38995157901425,1.41495434113066,1.18906596698874,1.11173326653115,0.948923916796313,1.03524173761397,1.07492100549793,1.1351215279159,0.5625,0.09137927800172063
chr1_65680000_66280000,-0.169488511798252,-0.0506807732179869,-0.740064321461631,-0.696892362658183,0.0807650459737463,-0.0226906633085119,0.0670111412626715,-0.0063452523195163,-0.529640258065199,-0.349528914659122,-0.439394705244419,-0.342015262431661,1.0,-0.00014361083107122807
chr1_66280000_67240000,-1.30551020739185,-0.803449798228801,-0.697045861553256,-0.510529521980123,-0.453283201183492,-0.32306309900754,-1.0164440751305,-0.854189489419064,-0.654343185802793,-1.10485547704251,-0.594390958779622,-0.7211800501645,0.3125,-0.14208692449898774
chr1_67240000_67760000,0.267397393515162,0.241686282270954,-0.464586151984333,-0.410689134313467,0.0817621057320014,0.0768556175861724,0.454561622330733,0.668555916918281,0.613716002551904,0.697457057858796,0.0798766405224245,0.0835661295058308,0.0625,0.4675512094802465
chr1_68400000_68960000,-1.30551020739185,-0.556044808364169,-0.543758661840033,-0.332935691459706,-0.0680969755105867,-0.00667947983741978,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-0.147046234836412,-0.047095346108698,0.15625,-0.2683316971991732
chr1_68960000_70520000,-0.770771025592196,-0.892443052505107,-1.39954756808241,-1.3158985963858,-1.21815236368301,-1.35963961692277,-1.0164440751305,-0.854189489419064,-0.780516837410196,-0.59375320360325,-1.27687110390735,-1.1821084050824,0.4375,0.20876151810308896
chr1_70520000_71080000,-0.00181379301086016,-0.182936282918673,-0.625598200581338,-0.43523035703274,0.0766800252655554,0.0519345612646881,0.416863898261475,0.467710643515691,0.172149047298515,0.428118618761688,-0.0269078552193592,-0.0186772845762003,0.15625,0.4260368525091962
chr1_71080000_71600000,-0.301255931365638,-0.3486918844867,-1.19842284319383,-0.899795354830275,-0.632033135649202,-0.493932986398755,-0.226722920051267,-0.0113731024959601,-0.498993602921715,-0.318928764242456,-0.701459430411435,-0.866524423904751,0.3125,0.2083549819828026
chr1_72960000_73200000,-1.30551020739185,-1.33799917035919,-1.76111301551222,-1.69240140561237,-1.61153001888613,-1.75221730466221,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.69860857070589,-1.71424793969033,0.09375,0.30317336422900953
chr1_73200000_73800000,-1.30551020739185,-0.796547928274766,-1.76111301551222,-1.69240140561237,-0.762906490424883,-0.604657858858673,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.20043214691676,-1.1886040768635,0.84375,0.05087104260680131
chr1_75320000_75760000,-1.30551020739185,-0.533435131323465,-1.76111301551222,-1.69240140561237,-0.841169171001355,-0.981914278620836,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-0.99170385085316,-0.979919997465507,0.4375,0.1525074890816227
chr1_75760000_76440000,-0.503780770996707,-0.552910831450027,-0.872718224026634,-0.80922839298499,-0.788054181592738,-0.54095345955862,-0.337403456278574,-0.11268023900567,-0.402730240612889,-0.419752476976129,-0.508678807404725,-0.59389376505623,0.0625,0.28208447921258306
chr1_76440000_77720000,-0.664755431918573,-0.407008459260838,-1.03026159483498,-0.906076904542171,-0.640438801532674,-0.729503818424303,-1.0164440751305,-0.854189489419064,-0.560176331544891,-0.522234112586051,-0.717771538757558,-0.768373754184542,1.0,-0.010190715184844712
chr1_77720000_78080000,-1.30551020739185,-1.33799917035919,-0.13524167262597,-0.496024113157904,-0.647403719548425,-0.505815971740834,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.69860857070589,-1.71424793969033,0.15625,-0.5356226803709567
chr1_78080000_78680000,0.409072840298838,0.460878425726059,-0.394170504206585,-0.360272185517307,0.382901374200302,0.341188677034867,0.624614229535008,0.713540613199465,0.235456454501466,0.495233985509709,0.0493242771518906,0.244269084898746,0.3125,0.25380666954335174
chr1_78680000_79240000,-0.37642726164495,-1.33799917035919,-1.20086833324074,-0.902312291753801,-0.36715798294691,-0.633869917717474,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-0.313859847266704,-0.219292321212,1.0,0.009434727088444617
chr1_79880000_80600000,-1.30551020739185,-1.33799917035919,-1.76111301551222,-1.69240140561237,-1.61153001888613,-1.26312213366695,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.28026166754713,-1.71424793969033,0.15625,0.2913819862562592
chr1_81800000_82280000,-0.568924618331864,-0.617745393993742,-0.694069011576542,-0.652590648884437,-0.886906920578542,-0.767086092970137,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.10897065620503,-1.10107487597282,0.03125,-0.37526621208271327
chr1_83160000_84320000,-0.839123451806482,-0.88134107764373,-1.76111301551222,-1.69240140561237,-1.09289573603956,-1.0584506644516,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.07395694619321,-0.848868267936066,0.15625,0.19560428504716532
chr1_89160000_90600000,-0.138832432539797,-0.118787301616465,-0.560515801849701,-0.582635331465419,0.0432453701061708,-0.0595834624920123,0.0138518445162161,0.226398553903359,-0.0560006590332987,-0.0431646672172999,0.00574035517261379,0.0285067533150614,0.0625,0.2654068567523125
chr1_91160000_91760000,-0.526619242353871,-0.311439755163498,-0.801896084123623,-0.583831569190718,-0.129855937775613,0.000906798519608888,-0.181429871401742,-0.854189489419064,-0.230461897104928,-0.298661961551565,-0.197491760013387,0.14204497224992,0.4375,0.12209096380782464
chr1_91760000_92560000,0.412818077537551,0.260167931893923,-0.483134128162834,-0.338034732668286,0.291594312257367,0.17101638817691,0.392113610055063,0.477398583375993,0.417123476076262,0.430537113146698,-0.0602033358535607,-0.110261067621035,0.6875,0.20538008835746485
chr1_92560000_92840000,-0.0967448060532176,-0.120738087906208,-0.781165904187207,-0.747465393481065,-0.393335519126759,-0.532067741143867,0.427220048537213,-0.854189489419064,0.0769812595985379,0.338232853880256,-0.66534878412944,-0.0584877697401678,0.3125,0.32265426177094314
chr1_92840000_93280000,0.0176832348124787,-0.354670499271315,-0.412830658651385,-0.523939668430089,-0.178215295727037,-0.187579878475858,0.10375181873919,0.691790396883644,0.355511662834156,-0.0792039876286124,-0.437956617733172,-0.284776102156783,0.3125,0.331444989446938
chr1_93280000_93760000,0.723371156892697,0.345550950343279,0.409944929072612,0.147626942901267,0.991091752896841,0.731410641087286,0.559681306155836,0.804434535684655,0.804145858523343,0.680157040271152,0.598145446004148,0.723273590333778,0.4375,0.1368069006298217
chr1_93760000_94480000,0.659635644343386,0.764871832708383,0.0728839706027036,0.13042132930523,0.552519837575684,0.551089013204673,0.972771527216361,0.476078308879081,0.452217539136427,0.473839635063436,0.463636816304106,0.6214215579975,0.3125,0.12142395947614187
chr1_94480000_94960000,-0.0309708477719522,-0.0514699773600084,0.277293501422215,0.397595386641108,0.949924308911367,0.926369333669748,0.411780996334936,0.624974713830142,0.227244847913704,-0.153545460402846,0.123864349369658,0.216517392899831,0.4375,-0.1696508109278421
chr1_94960000_95800000,0.442049473767235,0.715076372127358,0.111651346758003,0.129288338366795,0.637495462553538,0.451838444556479,0.464975880416838,0.563525923636067,0.100748105207525,0.24800849584343,0.493466484852052,0.782019752424487,1.0,0.02755753404183181
chr1_95800000_96880000,-0.805854788617744,-0.85705443447863,-0.970844123821658,-0.912651800443296,-0.873978133450869,-1.1393640045804,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.2053046483071,-1.19276662407968,0.0625,-0.17786640227464623
chr1_97440000_98720000,-0.823338127459079,-0.763034222277996,-1.39431652530472,-1.31009301201889,-1.05202374259213,-1.09859112645367,-0.455733862542238,-0.854189489419064,-0.554320651726184,-0.515465007485115,-1.24666616192589,-1.23187483394254,0.4375,0.26385779151090893
chr1_98720000_99080000,-1.30551020739185,-1.33799917035919,-1.76111301551222,-1.69240140561237,-1.61153001888613,-1.75221730466221,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-0.634781078767536,-1.71424793969033,0.03125,0.4804779462187352
chr1_100200000_101480000,-0.0926718475816193,0.00223751329080175,-0.671705142107463,-0.63300485558159,-0.232417023165783,-0.236785802912517,0.467717864826158,0.126334463616956,0.233264139832768,0.269375350758857,-0.305416732783287,-0.223032546286157,0.09375,0.4054316163372442
chr1_101480000_102000000,-0.500459464633192,0.0915530733476297,-0.731962533474871,-0.779424436798501,-0.307370393150839,-0.466690719977727,-0.154153559730104,0.0578613884663136,0.0581247687659969,0.308987517306203,-0.437082514999881,-0.554636581210121,0.4375,0.32890924888098466
chr1_102000000_103120000,-0.720688250975276,-0.871021174658815,-1.31543461112789,-1.23669286009531,-0.898883016256251,-1.03743060847879,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.06389881709999,-1.05212649399825,0.84375,-0.04412486935993365
chr1_103680000_104400000,-0.778603233700229,-0.676190726255361,-1.40221532263057,-1.31995982722204,-1.1682557654427,-1.32526447282296,-0.383531730008676,-0.169121858054239,-0.802759005346941,-0.597328868397657,-0.891103057641583,-1.16674056517661,0.03125,0.443317377241359
chr1_104400000_104840000,-1.30551020739185,-1.33799917035919,-1.76111301551222,-1.69240140561237,-1.61153001888613,-0.956754987279379,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.69860857070589,-1.71424793969033,0.5625,0.17059631133187092
chr1_104840000_105200000,-1.30551020739185,-1.33799917035919,-1.76111301551222,-1.69240140561237,-1.61153001888613,-1.75221730466221,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-1.69860857070589,-1.71424793969033,0.09375,0.30317336422900953
chr1_107800000_108240000,-0.386120151650859,-0.11447900580368,-0.686547352845233,-0.861944836254679,0.493684203545921,0.493808739230564,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,0.012541103816838,0.0140262002506502,0.03125,-0.5234514531347065
chr1_108240000_108800000,-0.393495640341842,-0.129372652325313,-1.09091369524796,-0.884923982636139,-0.683343546666558,-0.522415758762986,-0.190627076869706,-0.854189489419064,-0.679913378813067,-1.10485547704251,-0.714588075458029,-0.701949911130817,0.6875,-0.0902763554587327
chr1_109360000_109640000,1.36051787756448,1.30081826542552,0.875558303661377,0.396521994594664,2.1083059352263,1.76782058415572,1.73821194506983,1.9887827283085,1.65348586631569,1.76155330750527,1.16340312001575,1.18595396958791,0.5625,0.28030799602914835
chr1_109640000_110120000,1.44512479765065,1.50347697383867,0.915562375151099,0.868316243183492,1.42290733747067,1.38344345750908,1.59721943241208,1.57839752948859,1.33554440906917,1.13159752071066,1.17675964789033,1.19491171142093,0.5625,0.07926651103134996
chr1_110120000_110680000,1.12127892342849,1.10783766570122,0.345387539461269,0.51175072196312,0.790839197230634,0.978098143992942,0.821894361538241,0.912255022035636,0.32247402357697,0.768065708576943,0.881446364867337,0.807645009398819,0.5625,-0.05690195029728817
chr1_110680000_111080000,0.910453654436667,1.14489539708677,0.658103702390233,0.77185419993468,0.744846258787731,0.880046817061461,1.16279911568182,1.09092486632364,0.412724482000313,0.690933838883247,0.654557402310301,0.50973432059573,0.3125,-0.09808766731708163
chr1_112000000_112480000,0.590951197897207,0.42192069626825,-0.07334662689367,-0.0524698774600456,0.249710892935118,0.209438966084742,0.449853104200955,0.655681073589051,0.345170806989026,0.86195152510062,-0.0832669725606903,0.023981813932573,0.5625,0.15119435040332221
chr1_112480000_112920000,-0.292934898606377,-1.33799917035919,-0.575665871787697,-0.70763846330119,-1.61153001888613,-0.817539807009152,-1.0164440751305,-0.854189489419064,-1.25338538506162,-1.10485547704251,-0.697613677091603,-0.676259057132171,1.0,-0.043239821821288604
